transaction_id,transaction_date,transaction_time,transaction_qty,store_id,product_id
67312,2023-04-15,11:15:30,2,8,49
67315,2023-04-15,11:18:04,2,8,35
67322,2023-04-15,11:24:59,2,8,33
67325,2023-04-15,11:26:02,1,8,77
67351,2023-04-15,12:16:44,1,3,34
67354,2023-04-15,12:19:25,2,8,25
67357,2023-04-15,12:24:33,1,5,54
67374,2023-04-15,12:43:13,2,8,61
67387,2023-04-15,13:02:39,1,8,32
67389,2023-04-15,13:09:51,2,3,28
67405,2023-04-15,13:41:35,1,5,51
67411,2023-04-15,13:49:58,2,8,26
67424,2023-04-15,14:07:53,1,8,69
67432,2023-04-15,14:18:15,1,5,36
67439,2023-04-15,14:37:22,1,5,27
67442,2023-04-15,14:47:04,1,8,26
67454,2023-04-15,15:11:14,1,5,46
67457,2023-04-15,15:12:06,1,3,81
67464,2023-04-15,15:25:08,1,8,29
67465,2023-04-15,15:29:59,1,5,37
67475,2023-04-15,15:37:27,1,5,30
67477,2023-04-15,15:40:34,1,8,33
67497,2023-04-15,16:20:53,1,5,37
67508,2023-04-15,16:32:01,1,8,60
67562,2023-04-15,17:49:05,1,3,35
67564,2023-04-15,17:52:50,1,8,40
67585,2023-04-15,18:23:33,1,3,61
67589,2023-04-15,18:30:37,1,3,51
67601,2023-04-15,18:54:54,2,8,30
67613,2023-04-15,19:28:50,1,3,76
67619,2023-04-15,19:43:33,1,3,77
67630,2023-04-16,6:11:12,1,5,70
67640,2023-04-16,6:24:05,1,5,56
67657,2023-04-16,6:36:45,1,8,71
67706,2023-04-16,7:09:11,2,3,42
67708,2023-04-16,7:09:48,2,5,45
67722,2023-04-16,7:17:39,1,3,48
67729,2023-04-16,7:19:05,1,3,84
67734,2023-04-16,7:22:02,1,5,78
67758,2023-04-16,7:34:19,2,3,55
67764,2023-04-16,7:34:44,1,8,28
67783,2023-04-16,7:44:28,2,5,27
67824,2023-04-16,8:01:30,1,3,84
67831,2023-04-16,8:03:04,1,5,34
67837,2023-04-16,8:07:44,2,5,60
67858,2023-04-16,8:16:29,1,8,79
67872,2023-04-16,8:22:52,2,3,30
67891,2023-04-16,8:30:16,1,5,76
67896,2023-04-16,8:31:41,1,8,49
67908,2023-04-16,8:36:17,1,5,72
67934,2023-04-16,8:50:54,2,8,44
67946,2023-04-16,8:52:55,1,5,3
67951,2023-04-16,8:56:12,1,3,57
67998,2023-04-16,9:13:53,1,8,63
68016,2023-04-16,9:25:23,2,3,33
68022,2023-04-16,9:28:23,1,3,31
68041,2023-04-16,9:37:03,1,8,42
68054,2023-04-16,9:42:49,2,3,47
68067,2023-04-16,9:46:06,2,5,39
68089,2023-04-16,9:54:42,1,5,60
68091,2023-04-16,9:56:39,1,3,36
68093,2023-04-16,9:57:08,1,8,56
68095,2023-04-16,9:58:48,1,3,52
68096,2023-04-16,9:59:56,1,5,29
68100,2023-04-16,10:03:10,1,5,71
68102,2023-04-16,10:04:29,1,5,57
68106,2023-04-16,10:06:12,1,3,53
68108,2023-04-16,10:07:27,2,8,25
68111,2023-04-16,10:08:45,1,3,42
68130,2023-04-16,10:13:12,1,8,63
68155,2023-04-16,10:20:36,1,8,4
68175,2023-04-16,10:32:27,1,3,5
68191,2023-04-16,10:39:51,2,3,49
68215,2023-04-16,10:45:54,2,3,52
68229,2023-04-16,10:51:21,1,3,54
68242,2023-04-16,10:56:00,1,5,71
68251,2023-04-16,11:02:38,1,5,71
68253,2023-04-16,11:08:07,1,8,50
68280,2023-04-16,11:27:28,1,5,36
68293,2023-04-16,11:45:19,1,5,39
68316,2023-04-16,12:12:58,1,5,87
68346,2023-04-16,13:05:50,1,8,39
68347,2023-04-16,13:05:50,1,8,84
68378,2023-04-16,13:41:48,2,3,30
68385,2023-04-16,13:47:38,1,3,40
68386,2023-04-16,13:47:38,2,3,63
68402,2023-04-16,14:15:31,1,5,60
68417,2023-04-16,14:38:21,1,5,26
68423,2023-04-16,14:54:08,1,3,65
68435,2023-04-16,15:05:24,1,3,17
68437,2023-04-16,15:05:49,1,5,60
68438,2023-04-16,15:06:01,1,5,25
68439,2023-04-16,15:06:01,1,5,77
68448,2023-04-16,15:12:26,1,5,82
68454,2023-04-16,15:21:27,1,5,55
68462,2023-04-16,15:32:25,1,8,60
68526,2023-04-16,17:01:00,1,3,70
68556,2023-04-16,17:56:21,2,5,23
68594,2023-04-16,19:09:00,2,3,26
68600,2023-04-16,19:24:50,2,3,59
68601,2023-04-16,19:26:40,2,3,23
68610,2023-04-16,19:58:15,2,8,38
68624,2023-04-17,6:26:14,2,5,47
68627,2023-04-17,6:26:15,1,5,19
68648,2023-04-17,6:42:57,1,8,87
68650,2023-04-17,6:43:54,2,8,43
68651,2023-04-17,6:43:56,1,8,29
68657,2023-04-17,6:47:08,2,5,45
68680,2023-04-17,7:03:13,1,8,25
68692,2023-04-17,7:09:57,2,5,61
68696,2023-04-17,7:11:59,2,5,43
68707,2023-04-17,7:16:33,2,3,43
68711,2023-04-17,7:17:53,1,3,57
68721,2023-04-17,7:21:59,1,8,76
68725,2023-04-17,7:23:05,1,5,37
68729,2023-04-17,7:24:04,1,3,65
68766,2023-04-17,7:45:24,2,3,24
68768,2023-04-17,7:46:36,1,8,42
68816,2023-04-17,8:14:01,2,8,57
68827,2023-04-17,8:23:38,2,3,48
68834,2023-04-17,8:28:41,2,5,50
68847,2023-04-17,8:38:12,1,3,53
68883,2023-04-17,8:58:09,2,3,36
68900,2023-04-17,9:08:53,2,3,33
68903,2023-04-17,9:10:34,2,3,49
68940,2023-04-17,9:33:56,1,8,76
68967,2023-04-17,9:50:38,1,3,28
68968,2023-04-17,9:50:38,1,3,82
68973,2023-04-17,9:53:28,1,3,84
68980,2023-04-17,9:58:43,1,5,41
68992,2023-04-17,10:03:45,2,3,26
68993,2023-04-17,10:03:45,1,3,77
69004,2023-04-17,10:09:49,2,3,41
69012,2023-04-17,10:13:09,1,3,57
69018,2023-04-17,10:14:41,1,5,29
69024,2023-04-17,10:15:50,2,3,54
69027,2023-04-17,10:17:05,1,3,83
69045,2023-04-17,10:25:39,1,3,76
69052,2023-04-17,10:27:14,1,3,73
69062,2023-04-17,10:33:06,1,3,83
69069,2023-04-17,10:35:33,1,3,55
69070,2023-04-17,10:36:17,1,8,71
69074,2023-04-17,10:36:57,2,3,41
69091,2023-04-17,10:42:11,2,5,64
69138,2023-04-17,11:12:26,1,8,23
69169,2023-04-17,11:40:26,1,3,78
69170,2023-04-17,11:46:21,2,5,56
69176,2023-04-17,11:52:28,2,5,39
69189,2023-04-17,12:25:32,1,3,22
69202,2023-04-17,12:50:44,1,5,63
69214,2023-04-17,13:09:59,2,3,27
69221,2023-04-17,13:26:40,1,5,37
69227,2023-04-17,13:43:59,1,3,83
69237,2023-04-17,14:07:22,1,5,39
69259,2023-04-17,14:41:36,2,8,51
69286,2023-04-17,15:45:48,2,8,35
69364,2023-04-17,17:46:08,2,5,52
69373,2023-04-17,18:06:54,1,5,50
69382,2023-04-17,18:23:42,1,5,32
69397,2023-04-17,19:32:03,2,3,40
69398,2023-04-17,19:32:03,1,3,63
69422,2023-04-18,6:32:31,1,5,71
69435,2023-04-18,6:42:35,1,5,63
69463,2023-04-18,7:00:15,1,3,23
69468,2023-04-18,7:02:40,1,5,35
69470,2023-04-18,7:04:49,2,3,42
69482,2023-04-18,7:09:22,1,3,84
69499,2023-04-18,7:19:54,1,8,23
69502,2023-04-18,7:21:12,2,8,87
69510,2023-04-18,7:25:11,1,8,77
69511,2023-04-18,7:26:21,2,3,31
69536,2023-04-18,7:41:04,1,3,46
69539,2023-04-18,7:42:06,1,8,73
69561,2023-04-18,7:51:11,2,3,36
69562,2023-04-18,7:51:15,2,8,54
69565,2023-04-18,7:52:22,2,5,53
69587,2023-04-18,7:59:27,1,5,64
69613,2023-04-18,8:11:52,1,5,76
69695,2023-04-18,8:56:37,2,8,42
69698,2023-04-18,8:57:34,2,5,51
69713,2023-04-18,9:05:50,2,5,36
69717,2023-04-18,9:06:43,1,3,65
69728,2023-04-18,9:15:00,2,5,43
69734,2023-04-18,9:18:48,1,3,12
69735,2023-04-18,9:19:04,2,8,42
69751,2023-04-18,9:26:11,1,5,54
69768,2023-04-18,9:36:21,2,8,31
69779,2023-04-18,9:43:53,2,8,54
69780,2023-04-18,9:44:07,1,3,40
69789,2023-04-18,9:45:57,1,8,60
69791,2023-04-18,9:46:31,1,8,71
69796,2023-04-18,9:48:12,1,3,72
69821,2023-04-18,10:02:32,1,3,36
69825,2023-04-18,10:03:38,1,8,8
69826,2023-04-18,10:03:49,1,5,41
69844,2023-04-18,10:10:38,2,3,31
69847,2023-04-18,10:10:54,1,3,82
69849,2023-04-18,10:11:31,2,3,41
69863,2023-04-18,10:17:36,2,3,32
69890,2023-04-18,10:26:20,1,8,35
69899,2023-04-18,10:32:07,1,5,30
69907,2023-04-18,10:33:19,2,3,43
69913,2023-04-18,10:37:16,1,8,54
69921,2023-04-18,10:40:25,2,3,31
69922,2023-04-18,10:40:25,1,3,73
69933,2023-04-18,10:43:53,2,5,39
69941,2023-04-18,10:47:00,1,5,34
69975,2023-04-18,11:13:54,2,3,58
69976,2023-04-18,11:13:54,1,3,21
69992,2023-04-18,11:23:03,1,8,35
69993,2023-04-18,11:23:11,2,5,44
70013,2023-04-18,11:42:28,2,3,27
70029,2023-04-18,12:00:46,1,5,48
70031,2023-04-18,12:04:01,2,3,36
70056,2023-04-18,12:51:42,1,3,52
70068,2023-04-18,13:10:09,1,5,25
70074,2023-04-18,13:24:48,2,5,53
70084,2023-04-18,13:37:04,2,8,28
70117,2023-04-18,14:38:44,1,8,42
70121,2023-04-18,14:42:21,2,5,32
70128,2023-04-18,14:46:36,1,8,45
70129,2023-04-18,14:47:34,1,5,30
70151,2023-04-18,15:31:01,2,5,38
70153,2023-04-18,15:31:01,1,5,77
70154,2023-04-18,15:31:25,1,5,30
70164,2023-04-18,15:42:13,1,5,22
70167,2023-04-18,15:45:54,1,5,24
70171,2023-04-18,15:47:51,1,5,20
70177,2023-04-18,15:55:13,1,5,13
70189,2023-04-18,16:09:50,1,8,58
70191,2023-04-18,16:13:24,2,5,51
70213,2023-04-18,16:43:34,1,5,78
70231,2023-04-18,17:07:14,1,3,74
70259,2023-04-18,17:36:31,1,3,38
70285,2023-04-18,18:16:37,1,8,74
70288,2023-04-18,18:24:09,1,3,47
70296,2023-04-18,19:06:41,2,3,22
70305,2023-04-18,19:39:15,1,3,11
70312,2023-04-18,19:50:26,1,8,60
70314,2023-04-18,19:56:26,2,8,54
70362,2023-04-19,6:43:49,1,5,69
70389,2023-04-19,6:55:38,2,5,63
70412,2023-04-19,7:11:51,2,3,64
70427,2023-04-19,7:21:44,1,8,59
70428,2023-04-19,7:22:55,1,8,87
70458,2023-04-19,7:38:59,1,8,53
70470,2023-04-19,7:47:12,2,3,44
70475,2023-04-19,7:49:06,1,8,49
70477,2023-04-19,7:49:18,1,8,26
70483,2023-04-19,7:50:20,2,8,26
70491,2023-04-19,7:53:17,1,3,79
70526,2023-04-19,8:09:13,2,3,47
70575,2023-04-19,8:28:55,2,3,53
70578,2023-04-19,8:29:44,1,8,75
70583,2023-04-19,8:31:24,1,8,78
70584,2023-04-19,8:32:06,2,3,32
70585,2023-04-19,8:33:20,1,3,46
70592,2023-04-19,8:36:16,2,8,49
70593,2023-04-19,8:36:16,1,8,70
70624,2023-04-19,8:48:53,1,3,70
70639,2023-04-19,8:58:01,1,3,29
70655,2023-04-19,9:07:11,1,3,31
70662,2023-04-19,9:13:11,1,3,33
70669,2023-04-19,9:14:54,1,8,87
70674,2023-04-19,9:17:32,1,8,29
70679,2023-04-19,9:20:33,1,3,83
70681,2023-04-19,9:22:18,2,5,50
70703,2023-04-19,9:26:34,2,8,42
70709,2023-04-19,9:31:04,2,8,87
70737,2023-04-19,9:46:39,1,8,31
70742,2023-04-19,9:51:00,2,3,56
70760,2023-04-19,9:54:18,1,5,48
70762,2023-04-19,9:54:30,2,5,64
70764,2023-04-19,9:55:12,1,8,53
70778,2023-04-19,9:59:48,2,3,36
70790,2023-04-19,10:07:57,1,8,48
70802,2023-04-19,10:13:41,1,3,38
70819,2023-04-19,10:23:29,1,5,54
70821,2023-04-19,10:23:46,1,3,72
70829,2023-04-19,10:28:57,1,8,5
70832,2023-04-19,10:30:23,1,5,41
70862,2023-04-19,10:44:08,1,8,47
70882,2023-04-19,10:51:41,1,8,32
70898,2023-04-19,10:59:17,1,8,79
70901,2023-04-19,11:04:24,1,5,55
70913,2023-04-19,11:14:14,2,8,51
70926,2023-04-19,11:20:50,2,3,36
70940,2023-04-19,11:29:47,1,3,35
70960,2023-04-19,12:05:35,1,8,72
70966,2023-04-19,12:17:21,2,3,24
70970,2023-04-19,12:22:27,1,8,87
70977,2023-04-19,12:25:09,1,8,41
71004,2023-04-19,12:49:46,2,8,22
71011,2023-04-19,13:01:03,2,3,46
71027,2023-04-19,13:38:25,2,5,51
71030,2023-04-19,13:44:13,1,3,34
71037,2023-04-19,13:57:08,2,8,40
71041,2023-04-19,14:03:14,2,3,30
71066,2023-04-19,14:34:45,1,3,46
71093,2023-04-19,15:15:29,1,5,59
71124,2023-04-19,16:04:50,2,5,30
71125,2023-04-19,16:05:39,1,5,49
71174,2023-04-19,17:34:31,1,5,41
71178,2023-04-19,17:39:43,2,8,32
71179,2023-04-19,17:40:00,2,5,23
71180,2023-04-19,17:44:22,2,5,32
71201,2023-04-19,18:30:44,1,3,24
71266,2023-04-20,7:32:48,1,3,29
71275,2023-04-20,7:38:54,1,3,58
71300,2023-04-20,7:57:34,2,5,23
71329,2023-04-20,8:08:03,1,3,65
71341,2023-04-20,8:14:52,1,3,29
71354,2023-04-20,8:19:08,2,8,50
71381,2023-04-20,8:30:39,1,3,51
71400,2023-04-20,8:39:45,1,8,41
71404,2023-04-20,8:40:30,1,8,71
71440,2023-04-20,8:49:21,1,8,29
71464,2023-04-20,8:57:15,3,5,25
71467,2023-04-20,8:57:24,1,8,83
71496,2023-04-20,9:09:20,1,8,87
71517,2023-04-20,9:20:50,2,8,54
71527,2023-04-20,9:25:03,1,3,31
71545,2023-04-20,9:30:49,1,3,33
71546,2023-04-20,9:30:49,1,3,71
71563,2023-04-20,9:38:31,1,8,78
71599,2023-04-20,9:55:00,1,3,60
71609,2023-04-20,9:57:19,2,8,43
71636,2023-04-20,10:07:05,2,3,84
71638,2023-04-20,10:07:16,1,8,74
71647,2023-04-20,10:11:45,1,3,64
71648,2023-04-20,10:12:11,1,3,61
71660,2023-04-20,10:14:43,1,5,79
71674,2023-04-20,10:19:35,1,5,77
71676,2023-04-20,10:21:06,1,5,73
71704,2023-04-20,10:32:04,1,5,9
71713,2023-04-20,10:39:02,1,8,30
71718,2023-04-20,10:40:57,2,8,42
71728,2023-04-20,10:44:24,2,5,40
71767,2023-04-20,11:20:37,1,3,44
71775,2023-04-20,11:34:06,1,8,75
71777,2023-04-20,11:36:14,1,5,72
71792,2023-04-20,11:56:20,1,5,76
71796,2023-04-20,12:02:52,2,8,26
71806,2023-04-20,12:22:45,2,8,52
71807,2023-04-20,12:25:55,1,3,32
71820,2023-04-20,12:39:04,1,3,73
71824,2023-04-20,12:53:07,1,3,43
71862,2023-04-20,13:51:11,1,5,63
71883,2023-04-20,14:27:10,2,8,28
71920,2023-04-20,15:08:34,3,5,48
71940,2023-04-20,15:37:28,1,3,23
71944,2023-04-20,15:38:43,1,5,69
71949,2023-04-20,15:51:12,2,8,57
71951,2023-04-20,15:52:16,2,5,33
71967,2023-04-20,16:20:44,1,5,37
71997,2023-04-20,16:57:48,1,5,69
72005,2023-04-20,17:02:58,1,5,76
72028,2023-04-20,18:01:32,1,3,29
72032,2023-04-20,18:18:50,2,8,26
72049,2023-04-20,19:03:54,1,3,15
72076,2023-04-20,19:44:35,1,3,58
72089,2023-04-20,20:48:19,2,8,57
72107,2023-04-21,7:19:28,1,5,60
72166,2023-04-21,8:12:54,2,8,53
72183,2023-04-21,8:17:01,1,3,45
72203,2023-04-21,8:27:51,2,8,57
72214,2023-04-21,8:32:20,1,8,26
72240,2023-04-21,8:47:24,2,3,41
72249,2023-04-21,8:50:25,1,8,6
72255,2023-04-21,8:52:36,1,8,22
72264,2023-04-21,8:55:11,1,3,43
72298,2023-04-21,9:08:17,3,5,56
72308,2023-04-21,9:12:22,2,3,46
72315,2023-04-21,9:17:08,1,8,43
72318,2023-04-21,9:17:50,3,5,41
72319,2023-04-21,9:17:50,1,5,64
72329,2023-04-21,9:22:39,1,8,79
72373,2023-04-21,9:36:48,2,8,56
72410,2023-04-21,9:51:23,1,3,55
72418,2023-04-21,9:53:51,2,3,28
72424,2023-04-21,9:55:04,1,5,75
72431,2023-04-21,10:00:15,2,8,43
72455,2023-04-21,10:08:35,1,5,71
72470,2023-04-21,10:11:42,1,3,81
72528,2023-04-21,10:34:21,1,3,26
72537,2023-04-21,10:39:54,1,5,76
72538,2023-04-21,10:40:53,2,8,45
72551,2023-04-21,10:47:08,1,8,42
72552,2023-04-21,10:47:47,2,8,55
72563,2023-04-21,10:53:13,2,8,41
72588,2023-04-21,11:02:38,2,3,32
72591,2023-04-21,11:10:22,3,5,56
72592,2023-04-21,11:21:50,2,3,22
72616,2023-04-21,11:49:31,1,8,26
72622,2023-04-21,12:03:04,1,8,59
72640,2023-04-21,12:49:39,1,5,34
72642,2023-04-21,12:53:32,2,8,65
72676,2023-04-21,13:40:30,2,8,24
72678,2023-04-21,13:40:51,2,3,24
72679,2023-04-21,13:45:00,1,8,52
72690,2023-04-21,14:06:58,1,8,79
72705,2023-04-21,14:22:15,2,3,61
72716,2023-04-21,14:32:19,1,5,71
72726,2023-04-21,14:50:26,1,8,65
72746,2023-04-21,15:24:02,1,8,27
72747,2023-04-21,15:24:46,2,5,24
72748,2023-04-21,15:31:23,1,8,27
72750,2023-04-21,15:33:29,1,5,52
72760,2023-04-21,15:40:56,1,5,70
72769,2023-04-21,16:11:16,1,3,49
72776,2023-04-21,16:29:34,2,3,45
72792,2023-04-21,16:59:38,1,8,72
72801,2023-04-21,17:09:31,2,3,26
72828,2023-04-21,18:07:03,1,5,33
72836,2023-04-21,18:13:21,1,3,48
72846,2023-04-21,18:26:01,3,5,27
72847,2023-04-21,18:26:01,1,5,77
72854,2023-04-21,18:44:46,1,8,50
72860,2023-04-21,18:50:36,1,8,27
72865,2023-04-21,18:56:57,2,8,54
72870,2023-04-21,19:24:36,2,3,40
72875,2023-04-21,19:38:23,2,3,37
72885,2023-04-21,19:58:19,2,3,31
72889,2023-04-21,20:08:55,2,8,36
72897,2023-04-21,20:55:01,1,8,48
72904,2023-04-22,6:03:19,1,5,70
72917,2023-04-22,6:30:29,1,5,58
72921,2023-04-22,6:31:49,2,8,27
72925,2023-04-22,6:33:09,1,8,55
72929,2023-04-22,6:34:44,2,8,61
72938,2023-04-22,6:43:33,2,8,41
72956,2023-04-22,6:59:02,2,8,57
73002,2023-04-22,7:38:43,2,3,41
73003,2023-04-22,7:39:29,1,3,28
73082,2023-04-22,8:30:46,2,5,22
73086,2023-04-22,8:34:16,1,3,34
73098,2023-04-22,8:40:33,1,5,61
73146,2023-04-22,9:14:47,1,8,26
73153,2023-04-22,9:22:31,1,5,39
73155,2023-04-22,9:22:39,3,5,25
73162,2023-04-22,9:25:39,2,8,44
73172,2023-04-22,9:39:08,3,5,27
73176,2023-04-22,9:40:18,1,3,38
73180,2023-04-22,9:42:41,1,8,69
73188,2023-04-22,9:49:11,1,3,55
73193,2023-04-22,9:55:22,2,3,47
73194,2023-04-22,9:56:59,3,5,31
73204,2023-04-22,10:06:49,1,3,38
73205,2023-04-22,10:07:15,2,8,43
73220,2023-04-22,10:12:53,1,8,78
73239,2023-04-22,10:26:36,1,3,59
73271,2023-04-22,10:49:21,1,5,59
73289,2023-04-22,11:00:30,1,3,35
73298,2023-04-22,11:07:48,1,8,46
73313,2023-04-22,11:25:05,1,3,28
73320,2023-04-22,11:29:51,2,5,22
73321,2023-04-22,11:29:53,1,8,61
73337,2023-04-22,11:45:36,1,8,75
73338,2023-04-22,11:47:55,2,5,26
73340,2023-04-22,11:47:55,1,5,3
73357,2023-04-22,12:09:05,1,3,31
73368,2023-04-22,12:15:47,1,3,69
73372,2023-04-22,12:18:05,1,3,51
73395,2023-04-22,12:55:56,3,5,29
73399,2023-04-22,13:03:19,2,3,54
73401,2023-04-22,13:07:14,2,5,50
73403,2023-04-22,13:09:05,2,5,35
73437,2023-04-22,13:42:35,1,8,43
73439,2023-04-22,13:45:19,1,8,26
73451,2023-04-22,14:05:10,1,8,63
73462,2023-04-22,14:29:10,1,3,71
73482,2023-04-22,14:48:36,2,3,60
73483,2023-04-22,14:48:36,1,3,75
73488,2023-04-22,14:54:09,1,8,47
73495,2023-04-22,15:00:42,2,3,56
73516,2023-04-22,15:38:38,1,8,58
73526,2023-04-22,15:46:05,1,3,72
73527,2023-04-22,15:46:34,3,5,48
73546,2023-04-22,16:04:29,1,3,70
73560,2023-04-22,16:29:09,2,3,41
73565,2023-04-22,16:33:45,1,3,30
73566,2023-04-22,16:33:59,1,3,56
73640,2023-04-22,17:47:43,1,5,57
73655,2023-04-22,18:23:57,1,8,70
73674,2023-04-22,18:49:40,1,3,33
73678,2023-04-22,18:57:12,2,3,56
73684,2023-04-22,19:19:15,2,3,24
73726,2023-04-23,6:40:16,1,5,14
73746,2023-04-23,6:57:17,1,5,83
73763,2023-04-23,7:06:52,2,5,25
73765,2023-04-23,7:08:08,2,5,56
73775,2023-04-23,7:13:51,1,8,44
73803,2023-04-23,7:28:03,1,3,37
73830,2023-04-23,7:46:16,1,8,22
73837,2023-04-23,7:50:05,1,8,38
73839,2023-04-23,7:50:48,1,5,40
73877,2023-04-23,8:18:20,2,5,41
73885,2023-04-23,8:21:47,1,5,69
73898,2023-04-23,8:37:44,1,3,58
73946,2023-04-23,9:03:51,2,8,30
73958,2023-04-23,9:10:55,2,3,27
73972,2023-04-23,9:18:18,1,8,87
74003,2023-04-23,9:33:09,3,5,56
74007,2023-04-23,9:39:57,2,3,30
74017,2023-04-23,9:45:14,2,8,53
74018,2023-04-23,9:45:15,1,5,39
74024,2023-04-23,9:49:43,1,3,40
74049,2023-04-23,10:02:52,1,5,54
74050,2023-04-23,10:02:53,1,3,60
74053,2023-04-23,10:03:43,1,8,38
74064,2023-04-23,10:11:25,1,5,84
74108,2023-04-23,10:42:00,2,8,43
74109,2023-04-23,10:42:02,2,5,27
74110,2023-04-23,10:42:07,1,5,40
74142,2023-04-23,11:04:38,1,8,8
74165,2023-04-23,11:25:55,1,3,31
74169,2023-04-23,11:29:24,2,5,72
74178,2023-04-23,11:36:17,1,3,78
74204,2023-04-23,12:02:47,1,8,5
74235,2023-04-23,12:47:32,1,8,50
74236,2023-04-23,12:47:43,2,5,36
74238,2023-04-23,12:50:19,2,3,29
74240,2023-04-23,12:56:52,1,5,60
74271,2023-04-23,13:37:36,1,8,59
74273,2023-04-23,13:39:14,1,5,63
74285,2023-04-23,14:00:07,1,5,72
74313,2023-04-23,14:21:53,1,8,2
74321,2023-04-23,14:27:18,1,3,60
74335,2023-04-23,14:41:39,1,8,70
74353,2023-04-23,15:18:09,2,8,87
74358,2023-04-23,15:31:23,2,3,32
74370,2023-04-23,15:43:35,2,5,39
74372,2023-04-23,15:44:12,1,8,50
74381,2023-04-23,15:54:41,1,8,54
74402,2023-04-23,16:26:25,1,3,22
74412,2023-04-23,16:45:46,1,3,45
74446,2023-04-23,17:22:34,2,5,41
74454,2023-04-23,17:34:31,3,5,46
74458,2023-04-23,17:44:25,1,3,79
74467,2023-04-23,17:52:11,2,3,61
74481,2023-04-23,18:06:53,2,5,36
74485,2023-04-23,18:14:25,2,8,55
74496,2023-04-23,18:21:45,1,5,79
74506,2023-04-23,18:37:03,1,8,77
74536,2023-04-23,19:28:23,2,3,45
74548,2023-04-23,19:48:50,2,3,35
74554,2023-04-24,6:00:31,2,5,40
74561,2023-04-24,6:20:44,2,5,87
74568,2023-04-24,6:28:42,1,5,20
74601,2023-04-24,7:02:02,1,8,58
74609,2023-04-24,7:07:28,1,3,22
74610,2023-04-24,7:07:59,1,3,25
74614,2023-04-24,7:10:58,1,3,74
74616,2023-04-24,7:14:24,2,5,58
74626,2023-04-24,7:19:39,1,5,87
74634,2023-04-24,7:24:41,2,3,33
74641,2023-04-24,7:26:29,1,8,54
74642,2023-04-24,7:26:49,2,8,36
74644,2023-04-24,7:29:05,1,8,71
74650,2023-04-24,7:35:35,1,8,48
74672,2023-04-24,7:50:13,2,5,49
74698,2023-04-24,8:03:24,1,5,56
74700,2023-04-24,8:03:41,1,3,73
74715,2023-04-24,8:11:16,1,5,79
74716,2023-04-24,8:12:37,1,3,35
74733,2023-04-24,8:27:26,2,8,29
74744,2023-04-24,8:33:01,1,8,76
74755,2023-04-24,8:41:57,3,5,34
74790,2023-04-24,9:00:51,1,3,47
74793,2023-04-24,9:02:09,3,5,30
74795,2023-04-24,9:04:27,1,3,54
74815,2023-04-24,9:18:22,1,3,32
74855,2023-04-24,9:48:13,3,5,35
74858,2023-04-24,9:49:32,1,5,34
74892,2023-04-24,10:10:03,1,8,33
74900,2023-04-24,10:13:49,2,3,52
74914,2023-04-24,10:17:56,1,8,23
74939,2023-04-24,10:25:36,2,5,47
74955,2023-04-24,10:41:38,2,5,58
74969,2023-04-24,10:50:46,1,5,37
75024,2023-04-24,11:35:29,2,5,61
75027,2023-04-24,11:39:54,2,3,59
75037,2023-04-24,11:47:39,1,3,33
75051,2023-04-24,11:59:31,2,3,41
75059,2023-04-24,12:05:47,1,5,76
75118,2023-04-24,13:33:18,1,3,33
75172,2023-04-24,14:29:35,1,3,43
75179,2023-04-24,14:37:22,1,3,35
75196,2023-04-24,14:53:32,2,8,29
75231,2023-04-24,15:20:53,3,5,46
75242,2023-04-24,15:39:33,1,8,37
75269,2023-04-24,16:05:37,1,5,79
75270,2023-04-24,16:06:52,3,5,41
75273,2023-04-24,16:10:20,2,3,56
75292,2023-04-24,16:25:59,2,3,38
75311,2023-04-24,16:42:59,1,8,56
75333,2023-04-24,17:33:20,3,5,39
75350,2023-04-24,17:47:30,2,5,23
75361,2023-04-24,17:57:46,1,3,25
75391,2023-04-24,18:26:51,1,5,53
75418,2023-04-24,19:03:54,1,3,72
75437,2023-04-24,19:38:39,1,3,25
75439,2023-04-24,19:41:43,1,8,22
75441,2023-04-24,19:53:00,1,3,45
75444,2023-04-24,19:54:41,1,8,15
75458,2023-04-25,6:30:41,1,8,71
75483,2023-04-25,6:54:44,2,8,41
75498,2023-04-25,7:11:29,1,8,14
75511,2023-04-25,7:17:27,2,5,46
75513,2023-04-25,7:18:21,1,5,38
75523,2023-04-25,7:19:03,1,5,72
75524,2023-04-25,7:19:03,1,5,72
75529,2023-04-25,7:23:11,1,8,38
75558,2023-04-25,7:43:11,1,5,73
75606,2023-04-25,8:11:44,1,5,24
75608,2023-04-25,8:13:03,2,3,35
75638,2023-04-25,8:35:12,1,3,59
75655,2023-04-25,8:42:40,1,3,45
75670,2023-04-25,8:54:02,2,3,48
75680,2023-04-25,8:57:25,2,3,42
75685,2023-04-25,9:00:57,2,5,43
75695,2023-04-25,9:12:16,2,5,32
75717,2023-04-25,9:33:42,1,3,29
75726,2023-04-25,9:39:35,3,5,29
75730,2023-04-25,9:39:57,1,8,77
75734,2023-04-25,9:41:04,1,8,28
75756,2023-04-25,9:54:24,2,3,32
75769,2023-04-25,10:02:01,1,5,63
75770,2023-04-25,10:02:01,1,5,69
75781,2023-04-25,10:11:43,2,5,45
75801,2023-04-25,10:26:56,1,5,64
75822,2023-04-25,10:39:16,2,3,40
75836,2023-04-25,10:44:34,1,8,5
75861,2023-04-25,10:58:51,2,8,58
